,season,round,circuit_id,raceName,url,LAT,LONG,locality,country,date,time
173,1969,1,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1969_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1969-03-01,
174,1969,2,montjuic,Spanish Grand Prix,http://en.wikipedia.org/wiki/1969_Spanish_Grand_Prix,41.3664,2.15167,Barcelona,Spain,1969-05-04,
175,1969,3,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1969_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1969-05-18,
176,1969,4,zandvoort,Dutch Grand Prix,http://en.wikipedia.org/wiki/1969_Dutch_Grand_Prix,52.3888,4.54092,Zandvoort,Netherlands,1969-06-21,
177,1969,5,charade,French Grand Prix,http://en.wikipedia.org/wiki/1969_French_Grand_Prix,45.7472,3.03889,Clermont-Ferrand,France,1969-07-06,
178,1969,6,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1969_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1969-07-19,
179,1969,7,nurburgring,German Grand Prix,http://en.wikipedia.org/wiki/1969_German_Grand_Prix,50.3356,6.9475,Nürburg,Germany,1969-08-03,
180,1969,8,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1969_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1969-09-07,
181,1969,9,mosport,Canadian Grand Prix,http://en.wikipedia.org/wiki/1969_Canadian_Grand_Prix,44.0481,-78.6756,Ontario,Canada,1969-09-20,
182,1969,10,watkins_glen,United States Grand Prix,http://en.wikipedia.org/wiki/1969_United_States_Grand_Prix,42.3369,-76.9272,New York State,USA,1969-10-05,
183,1969,11,rodriguez,Mexican Grand Prix,http://en.wikipedia.org/wiki/1969_Mexican_Grand_Prix,19.4042,-99.0907,Mexico City,Mexico,1969-10-19,
184,1970,1,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1970_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1970-03-07,
185,1970,2,jarama,Spanish Grand Prix,http://en.wikipedia.org/wiki/1970_Spanish_Grand_Prix,40.6171,-3.58558,Madrid,Spain,1970-04-19,
186,1970,3,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1970-05-10,
187,1970,4,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1970-06-07,
188,1970,5,zandvoort,Dutch Grand Prix,http://en.wikipedia.org/wiki/1970_Dutch_Grand_Prix,52.3888,4.54092,Zandvoort,Netherlands,1970-06-21,
189,1970,6,charade,French Grand Prix,http://en.wikipedia.org/wiki/1970_French_Grand_Prix,45.7472,3.03889,Clermont-Ferrand,France,1970-07-05,
190,1970,7,brands_hatch,British Grand Prix,http://en.wikipedia.org/wiki/1970_British_Grand_Prix,51.3569,0.263056,Kent,UK,1970-07-18,
191,1970,8,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1970_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1970-08-02,
192,1970,9,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1970_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1970-08-16,
193,1970,10,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1970_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1970-09-06,
194,1970,11,tremblant,Canadian Grand Prix,http://en.wikipedia.org/wiki/1970_Canadian_Grand_Prix,46.1877,-74.6099,Quebec,Canada,1970-09-20,
195,1970,12,watkins_glen,United States Grand Prix,http://en.wikipedia.org/wiki/1970_United_States_Grand_Prix,42.3369,-76.9272,New York State,USA,1970-10-04,
196,1970,13,rodriguez,Mexican Grand Prix,http://en.wikipedia.org/wiki/1970_Mexican_Grand_Prix,19.4042,-99.0907,Mexico City,Mexico,1970-10-25,
197,1971,1,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1971_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1971-03-06,
198,1971,2,montjuic,Spanish Grand Prix,http://en.wikipedia.org/wiki/1971_Spanish_Grand_Prix,41.3664,2.15167,Barcelona,Spain,1971-04-18,
199,1971,3,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1971-05-23,
200,1971,4,zandvoort,Dutch Grand Prix,http://en.wikipedia.org/wiki/1971_Dutch_Grand_Prix,52.3888,4.54092,Zandvoort,Netherlands,1971-06-20,
201,1971,5,ricard,French Grand Prix,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,43.2506,5.79167,Le Castellet,France,1971-07-04,
202,1971,6,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1971_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1971-07-17,
203,1971,7,nurburgring,German Grand Prix,http://en.wikipedia.org/wiki/1971_German_Grand_Prix,50.3356,6.9475,Nürburg,Germany,1971-08-01,
204,1971,8,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1971-08-15,
205,1971,9,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1971_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1971-09-05,
206,1971,10,mosport,Canadian Grand Prix,http://en.wikipedia.org/wiki/1971_Canadian_Grand_Prix,44.0481,-78.6756,Ontario,Canada,1971-09-19,
207,1971,11,watkins_glen,United States Grand Prix,http://en.wikipedia.org/wiki/1971_United_States_Grand_Prix,42.3369,-76.9272,New York State,USA,1971-10-03,
208,1972,1,galvez,Argentine Grand Prix,http://en.wikipedia.org/wiki/1972_Argentine_Grand_Prix,-34.6943,-58.4593,Buenos Aires,Argentina,1972-01-23,
209,1972,2,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1972_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1972-03-04,
210,1972,3,jarama,Spanish Grand Prix,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix,40.6171,-3.58558,Madrid,Spain,1972-05-01,
211,1972,4,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1972-05-14,
212,1972,5,nivelles,Belgian Grand Prix,http://en.wikipedia.org/wiki/1972_Belgian_Grand_Prix,50.6211,4.32694,Brussels,Belgium,1972-06-04,
213,1972,6,charade,French Grand Prix,http://en.wikipedia.org/wiki/1972_French_Grand_Prix,45.7472,3.03889,Clermont-Ferrand,France,1972-07-02,
214,1972,7,brands_hatch,British Grand Prix,http://en.wikipedia.org/wiki/1972_British_Grand_Prix,51.3569,0.263056,Kent,UK,1972-07-15,
215,1972,8,nurburgring,German Grand Prix,http://en.wikipedia.org/wiki/1972_German_Grand_Prix,50.3356,6.9475,Nürburg,Germany,1972-07-30,
216,1972,9,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1972_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1972-08-13,
217,1972,10,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1972_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1972-09-10,
218,1972,11,mosport,Canadian Grand Prix,http://en.wikipedia.org/wiki/1972_Canadian_Grand_Prix,44.0481,-78.6756,Ontario,Canada,1972-09-24,
219,1972,12,watkins_glen,United States Grand Prix,http://en.wikipedia.org/wiki/1972_United_States_Grand_Prix,42.3369,-76.9272,New York State,USA,1972-10-08,
220,1973,1,galvez,Argentine Grand Prix,http://en.wikipedia.org/wiki/1973_Argentine_Grand_Prix,-34.6943,-58.4593,Buenos Aires,Argentina,1973-01-28,
221,1973,2,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1973_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1973-02-11,
222,1973,3,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1973_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1973-03-03,
223,1973,4,montjuic,Spanish Grand Prix,http://en.wikipedia.org/wiki/1973_Spanish_Grand_Prix,41.3664,2.15167,Barcelona,Spain,1973-04-29,
224,1973,5,zolder,Belgian Grand Prix,http://en.wikipedia.org/wiki/1973_Belgian_Grand_Prix,50.9894,5.25694,Heusden-Zolder,Belgium,1973-05-20,
225,1973,6,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1973-06-03,
226,1973,7,anderstorp,Swedish Grand Prix,http://en.wikipedia.org/wiki/1973_Swedish_Grand_Prix,57.2653,13.6042,Anderstorp,Sweden,1973-06-17,
227,1973,8,ricard,French Grand Prix,http://en.wikipedia.org/wiki/1973_French_Grand_Prix,43.2506,5.79167,Le Castellet,France,1973-07-01,
228,1973,9,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1973_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1973-07-14,
229,1973,10,zandvoort,Dutch Grand Prix,http://en.wikipedia.org/wiki/1973_Dutch_Grand_Prix,52.3888,4.54092,Zandvoort,Netherlands,1973-07-29,
230,1973,11,nurburgring,German Grand Prix,http://en.wikipedia.org/wiki/1973_German_Grand_Prix,50.3356,6.9475,Nürburg,Germany,1973-08-05,
231,1973,12,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1973_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1973-08-19,
232,1973,13,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1973_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1973-09-09,
233,1973,14,mosport,Canadian Grand Prix,http://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix,44.0481,-78.6756,Ontario,Canada,1973-09-23,
234,1973,15,watkins_glen,United States Grand Prix,http://en.wikipedia.org/wiki/1973_United_States_Grand_Prix,42.3369,-76.9272,New York State,USA,1973-10-07,
235,1974,1,galvez,Argentine Grand Prix,http://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix,-34.6943,-58.4593,Buenos Aires,Argentina,1974-01-13,
236,1974,2,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1974-01-27,
237,1974,3,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1974-03-30,
238,1974,4,jarama,Spanish Grand Prix,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix,40.6171,-3.58558,Madrid,Spain,1974-04-28,
239,1974,5,nivelles,Belgian Grand Prix,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix,50.6211,4.32694,Brussels,Belgium,1974-05-12,
240,1974,6,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1974_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1974-05-26,
241,1974,7,anderstorp,Swedish Grand Prix,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix,57.2653,13.6042,Anderstorp,Sweden,1974-06-09,
242,1974,8,zandvoort,Dutch Grand Prix,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix,52.3888,4.54092,Zandvoort,Netherlands,1974-06-23,
243,1974,9,dijon,French Grand Prix,http://en.wikipedia.org/wiki/1974_French_Grand_Prix,47.3625,4.89913,Dijon,France,1974-07-07,
244,1974,10,brands_hatch,British Grand Prix,http://en.wikipedia.org/wiki/1974_British_Grand_Prix,51.3569,0.263056,Kent,UK,1974-07-20,
245,1974,11,nurburgring,German Grand Prix,http://en.wikipedia.org/wiki/1974_German_Grand_Prix,50.3356,6.9475,Nürburg,Germany,1974-08-04,
246,1974,12,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1974-08-18,
247,1974,13,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1974-09-08,
248,1974,14,mosport,Canadian Grand Prix,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix,44.0481,-78.6756,Ontario,Canada,1974-09-22,
249,1974,15,watkins_glen,United States Grand Prix,http://en.wikipedia.org/wiki/1974_United_States_Grand_Prix,42.3369,-76.9272,New York State,USA,1974-10-06,
250,1975,1,galvez,Argentine Grand Prix,http://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix,-34.6943,-58.4593,Buenos Aires,Argentina,1975-01-12,
251,1975,2,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1975-01-26,
252,1975,3,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1975_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1975-03-01,
253,1975,4,montjuic,Spanish Grand Prix,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,41.3664,2.15167,Barcelona,Spain,1975-04-27,
254,1975,5,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1975-05-11,
255,1975,6,zolder,Belgian Grand Prix,http://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix,50.9894,5.25694,Heusden-Zolder,Belgium,1975-05-25,
256,1975,7,anderstorp,Swedish Grand Prix,http://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix,57.2653,13.6042,Anderstorp,Sweden,1975-06-08,
257,1975,8,zandvoort,Dutch Grand Prix,http://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix,52.3888,4.54092,Zandvoort,Netherlands,1975-06-22,
258,1975,9,ricard,French Grand Prix,http://en.wikipedia.org/wiki/1975_French_Grand_Prix,43.2506,5.79167,Le Castellet,France,1975-07-06,
259,1975,10,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1975_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1975-07-19,
260,1975,11,nurburgring,German Grand Prix,http://en.wikipedia.org/wiki/1975_German_Grand_Prix,50.3356,6.9475,Nürburg,Germany,1975-08-03,
261,1975,12,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1975-08-17,
262,1975,13,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1975_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1975-09-07,
263,1975,14,watkins_glen,United States Grand Prix,http://en.wikipedia.org/wiki/1975_United_States_Grand_Prix,42.3369,-76.9272,New York State,USA,1975-10-05,
264,1976,1,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1976-01-25,
265,1976,2,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1976_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1976-03-06,
266,1976,3,long_beach,United States Grand Prix West,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West,33.7651,-118.189,California,USA,1976-03-28,
267,1976,4,jarama,Spanish Grand Prix,http://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix,40.6171,-3.58558,Madrid,Spain,1976-05-02,
268,1976,5,zolder,Belgian Grand Prix,http://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix,50.9894,5.25694,Heusden-Zolder,Belgium,1976-05-16,
269,1976,6,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1976-05-30,
270,1976,7,anderstorp,Swedish Grand Prix,http://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix,57.2653,13.6042,Anderstorp,Sweden,1976-06-13,
271,1976,8,ricard,French Grand Prix,http://en.wikipedia.org/wiki/1976_French_Grand_Prix,43.2506,5.79167,Le Castellet,France,1976-07-04,
272,1976,9,brands_hatch,British Grand Prix,http://en.wikipedia.org/wiki/1976_British_Grand_Prix,51.3569,0.263056,Kent,UK,1976-07-18,
273,1976,10,nurburgring,German Grand Prix,http://en.wikipedia.org/wiki/1976_German_Grand_Prix,50.3356,6.9475,Nürburg,Germany,1976-08-01,
274,1976,11,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1976-08-15,
275,1976,12,zandvoort,Dutch Grand Prix,http://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix,52.3888,4.54092,Zandvoort,Netherlands,1976-08-29,
276,1976,13,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1976_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1976-09-12,
277,1976,14,mosport,Canadian Grand Prix,http://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix,44.0481,-78.6756,Ontario,Canada,1976-10-03,
278,1976,15,watkins_glen,United States Grand Prix,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix,42.3369,-76.9272,New York State,USA,1976-10-10,
279,1976,16,fuji,Japanese Grand Prix,http://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix,35.3717,138.927,Oyama,Japan,1976-10-24,
280,1977,1,galvez,Argentine Grand Prix,http://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix,-34.6943,-58.4593,Buenos Aires,Argentina,1977-01-09,
281,1977,2,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1977-01-23,
282,1977,3,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1977_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1977-03-05,
283,1977,4,long_beach,United States Grand Prix West,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West,33.7651,-118.189,California,USA,1977-04-03,
284,1977,5,jarama,Spanish Grand Prix,http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix,40.6171,-3.58558,Madrid,Spain,1977-05-08,
285,1977,6,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1977-05-22,
286,1977,7,zolder,Belgian Grand Prix,http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix,50.9894,5.25694,Heusden-Zolder,Belgium,1977-06-05,
287,1977,8,anderstorp,Swedish Grand Prix,http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix,57.2653,13.6042,Anderstorp,Sweden,1977-06-19,
288,1977,9,dijon,French Grand Prix,http://en.wikipedia.org/wiki/1977_French_Grand_Prix,47.3625,4.89913,Dijon,France,1977-07-03,
289,1977,10,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1977_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1977-07-16,
290,1977,11,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1977_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1977-07-31,
291,1977,12,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1977-08-14,
292,1977,13,zandvoort,Dutch Grand Prix,http://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix,52.3888,4.54092,Zandvoort,Netherlands,1977-08-28,
293,1977,14,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1977_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1977-09-11,
294,1977,15,watkins_glen,United States Grand Prix,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix,42.3369,-76.9272,New York State,USA,1977-10-02,
295,1977,16,mosport,Canadian Grand Prix,http://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix,44.0481,-78.6756,Ontario,Canada,1977-10-09,
296,1977,17,fuji,Japanese Grand Prix,http://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix,35.3717,138.927,Oyama,Japan,1977-10-23,
297,1978,1,galvez,Argentine Grand Prix,http://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix,-34.6943,-58.4593,Buenos Aires,Argentina,1978-01-15,
298,1978,2,jacarepagua,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix,-22.9756,-43.395,Rio de Janeiro,Brazil,1978-01-29,
299,1978,3,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1978_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1978-03-04,
300,1978,4,long_beach,United States Grand Prix West,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West,33.7651,-118.189,California,USA,1978-04-02,
301,1978,5,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1978-05-07,
302,1978,6,zolder,Belgian Grand Prix,http://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix,50.9894,5.25694,Heusden-Zolder,Belgium,1978-05-21,
303,1978,7,jarama,Spanish Grand Prix,http://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix,40.6171,-3.58558,Madrid,Spain,1978-06-04,
304,1978,8,anderstorp,Swedish Grand Prix,http://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix,57.2653,13.6042,Anderstorp,Sweden,1978-06-17,
305,1978,9,ricard,French Grand Prix,http://en.wikipedia.org/wiki/1978_French_Grand_Prix,43.2506,5.79167,Le Castellet,France,1978-07-02,
306,1978,10,brands_hatch,British Grand Prix,http://en.wikipedia.org/wiki/1978_British_Grand_Prix,51.3569,0.263056,Kent,UK,1978-07-16,
307,1978,11,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1978_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1978-07-30,
308,1978,12,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1978-08-13,
309,1978,13,zandvoort,Dutch Grand Prix,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix,52.3888,4.54092,Zandvoort,Netherlands,1978-08-27,
310,1978,14,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1978-09-10,
311,1978,15,watkins_glen,United States Grand Prix,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix,42.3369,-76.9272,New York State,USA,1978-10-01,
312,1978,16,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1978-10-08,
313,1979,1,galvez,Argentine Grand Prix,http://en.wikipedia.org/wiki/1979_Argentine_Grand_Prix,-34.6943,-58.4593,Buenos Aires,Argentina,1979-01-21,
314,1979,2,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1979-02-04,
315,1979,3,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1979_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1979-03-03,
316,1979,4,long_beach,United States Grand Prix West,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix_West,33.7651,-118.189,California,USA,1979-04-08,
317,1979,5,jarama,Spanish Grand Prix,http://en.wikipedia.org/wiki/1979_Spanish_Grand_Prix,40.6171,-3.58558,Madrid,Spain,1979-04-29,
318,1979,6,zolder,Belgian Grand Prix,http://en.wikipedia.org/wiki/1979_Belgian_Grand_Prix,50.9894,5.25694,Heusden-Zolder,Belgium,1979-05-13,
319,1979,7,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1979_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1979-05-27,
320,1979,8,dijon,French Grand Prix,http://en.wikipedia.org/wiki/1979_French_Grand_Prix,47.3625,4.89913,Dijon,France,1979-07-01,
321,1979,9,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1979_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1979-07-14,
322,1979,10,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1979_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1979-07-29,
323,1979,11,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1979_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1979-08-12,
324,1979,12,zandvoort,Dutch Grand Prix,http://en.wikipedia.org/wiki/1979_Dutch_Grand_Prix,52.3888,4.54092,Zandvoort,Netherlands,1979-08-26,
325,1979,13,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1979_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1979-09-09,
326,1979,14,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1979_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1979-09-30,
327,1979,15,watkins_glen,United States Grand Prix,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix,42.3369,-76.9272,New York State,USA,1979-10-07,
328,1980,1,galvez,Argentine Grand Prix,http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix,-34.6943,-58.4593,Buenos Aires,Argentina,1980-01-13,
329,1980,2,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1980-01-27,
330,1980,3,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1980-03-01,
331,1980,4,long_beach,United States Grand Prix West,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West,33.7651,-118.189,California,USA,1980-03-30,
332,1980,5,zolder,Belgian Grand Prix,http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix,50.9894,5.25694,Heusden-Zolder,Belgium,1980-05-04,
333,1980,6,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1980-05-18,
334,1980,7,ricard,French Grand Prix,http://en.wikipedia.org/wiki/1980_French_Grand_Prix,43.2506,5.79167,Le Castellet,France,1980-06-29,
335,1980,8,brands_hatch,British Grand Prix,http://en.wikipedia.org/wiki/1980_British_Grand_Prix,51.3569,0.263056,Kent,UK,1980-07-13,
336,1980,9,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1980_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1980-08-10,
337,1980,10,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1980_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1980-08-17,
338,1980,11,zandvoort,Dutch Grand Prix,http://en.wikipedia.org/wiki/1980_Dutch_Grand_Prix,52.3888,4.54092,Zandvoort,Netherlands,1980-08-31,
339,1980,12,imola,Italian Grand Prix,http://en.wikipedia.org/wiki/1980_Italian_Grand_Prix,44.3439,11.7167,Imola,Italy,1980-09-14,
340,1980,13,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1980-09-28,
341,1980,14,watkins_glen,United States Grand Prix,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix,42.3369,-76.9272,New York State,USA,1980-10-05,
342,1981,1,long_beach,United States Grand Prix West,http://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West,33.7651,-118.189,California,USA,1981-03-15,
