,season,Round,date,circuit_id,driver,DATE_of_birth,nationality,constructor,GriD,tIME,Status,points,podium
4298,1971,1,1971-03-06,kyalami,amon,1943-07-20,New Zealander,matra,2,,+1 Lap,2,5
4299,1971,1,1971-03-06,kyalami,hulme,1936-06-18,New Zealander,mclaren,7,,+1 Lap,1,6
4300,1971,1,1971-03-06,kyalami,redman,1937-03-09,British,surtees,17,,+1 Lap,0,7
4301,1971,1,1971-03-06,kyalami,ickx,1945-01-01,Belgian,ferrari,8,,+1 Lap,0,8
4302,1971,1,1971-03-06,kyalami,hill,1929-02-15,British,brabham,19,,+2 Laps,0,9
4303,1971,1,1971-03-06,kyalami,peterson,1944-02-14,Swedish,march-ford,13,,+2 Laps,0,10
4304,1971,1,1971-03-06,kyalami,pescarolo,1942-09-25,French,march-ford,18,,+2 Laps,0,11
4305,1971,1,1971-03-06,kyalami,stommelen,1943-07-11,German,surtees,15,,+2 Laps,0,12
4306,1971,1,1971-03-06,kyalami,adamich,1941-10-03,Italian,march-alfa_romeo,22,,+4 Laps,0,13
4307,1971,1,1971-03-06,kyalami,emerson_fittipaldi,1946-12-12,Brazilian,lotus-ford,5,,Engine,0,14
4308,1971,1,1971-03-06,kyalami,surtees,1934-02-11,British,surtees,6,,Gearbox,0,15
4309,1971,1,1971-03-06,kyalami,cevert,1944-02-25,French,tyrrell,9,,Accident,0,16
4310,1971,1,1971-03-06,kyalami,ganley,1941-12-24,New Zealander,brm,24,,Physical,0,17
4311,1971,1,1971-03-06,kyalami,rodriguez,1940-01-18,Mexican,brm,10,,Overheating,0,18
4312,1971,1,1971-03-06,kyalami,charlton,1936-10-27,South African,brabham,16,,Engine,0,19
4313,1971,1,1971-03-06,kyalami,siffert,1936-07-07,Swiss,brm,12,,Overheating,0,20
4314,1971,1,1971-03-06,kyalami,love,1924-12-07,Rhodesian,march-ford,21,,Differential,0,21
4315,1971,1,1971-03-06,kyalami,pretorius,1934-11-22,South African,brabham,20,,Engine,0,22
4316,1971,1,1971-03-06,kyalami,gethin,1940-02-21,British,mclaren,11,,Fuel leak,0,23
4317,1971,1,1971-03-06,kyalami,bonnier,1930-01-31,Swedish,mclaren,23,,Suspension,0,24
4318,1971,1,1971-03-06,kyalami,roig,1932-10-29,Spanish,march-ford,25,,Engine,0,25
4319,1971,2,1971-04-18,montjuic,stewart,1939-06-11,British,tyrrell,4,6543400.0,Finished,9,1
4320,1971,2,1971-04-18,montjuic,ickx,1945-01-01,Belgian,ferrari,1,6546800.0,Finished,6,2
4321,1971,2,1971-04-18,montjuic,amon,1943-07-20,New Zealander,matra,3,6601500.0,Finished,4,3
4322,1971,2,1971-04-18,montjuic,rodriguez,1940-01-18,Mexican,brm,5,6621300.0,Finished,3,4
4323,1971,2,1971-04-18,montjuic,hulme,1936-06-18,New Zealander,mclaren,9,6630400.0,Finished,2,5
4324,1971,2,1971-04-18,montjuic,beltoise,1937-04-26,French,matra,6,,+1 Lap,1,6
4325,1971,2,1971-04-18,montjuic,cevert,1944-02-25,French,tyrrell,12,,+1 Lap,0,7
4326,1971,2,1971-04-18,montjuic,gethin,1940-02-21,British,mclaren,7,,+2 Laps,0,8
4327,1971,2,1971-04-18,montjuic,schenken,1943-09-26,Australian,brabham,21,,+3 Laps,0,9
4328,1971,2,1971-04-18,montjuic,ganley,1941-12-24,New Zealander,brm,17,,+4 Laps,0,10
4329,1971,2,1971-04-18,montjuic,surtees,1934-02-11,British,surtees,22,,+8 Laps,0,11
4330,1971,2,1971-04-18,montjuic,wisell,1941-09-30,Swedish,lotus-ford,16,,Not classified,0,12
4331,1971,2,1971-04-18,montjuic,emerson_fittipaldi,1946-12-12,Brazilian,lotus-ford,14,,Suspension,0,13
4332,1971,2,1971-04-18,montjuic,pescarolo,1942-09-25,French,march-ford,11,,Engine,0,14
4333,1971,2,1971-04-18,montjuic,mario_andretti,1940-02-28,American,ferrari,8,,Engine,0,15
4334,1971,2,1971-04-18,montjuic,roig,1932-10-29,Spanish,march-ford,20,,Fuel pump,0,16
4335,1971,2,1971-04-18,montjuic,adamich,1941-10-03,Italian,march-alfa_romeo,18,,Transmission,0,17
4336,1971,2,1971-04-18,montjuic,peterson,1944-02-14,Swedish,march-ford,13,,Ignition,0,18
4337,1971,2,1971-04-18,montjuic,regazzoni,1939-09-05,Swiss,ferrari,2,,Engine,0,19
4338,1971,2,1971-04-18,montjuic,stommelen,1943-07-11,German,surtees,19,,Fuel pressure,0,20
4339,1971,2,1971-04-18,montjuic,siffert,1936-07-07,Swiss,brm,15,,Gearbox,0,21
4340,1971,2,1971-04-18,montjuic,hill,1929-02-15,British,brabham,10,,Steering,0,22
4341,1971,3,1971-05-23,monaco,stewart,1939-06-11,British,tyrrell,1,6741300.0,Finished,9,1
4342,1971,3,1971-05-23,monaco,peterson,1944-02-14,Swedish,march-ford,6,6766900.0,Finished,6,2
4343,1971,3,1971-05-23,monaco,ickx,1945-01-01,Belgian,ferrari,2,6794600.0,Finished,4,3
4344,1971,3,1971-05-23,monaco,hulme,1936-06-18,New Zealander,mclaren,6,6808000.0,Finished,3,4
4345,1971,3,1971-05-23,monaco,emerson_fittipaldi,1946-12-12,Brazilian,lotus-ford,17,,+1 Lap,2,5
4346,1971,3,1971-05-23,monaco,stommelen,1943-07-11,German,surtees,16,,+1 Lap,1,6
4347,1971,3,1971-05-23,monaco,surtees,1934-02-11,British,surtees,10,,+1 Lap,0,7
4348,1971,3,1971-05-23,monaco,pescarolo,1942-09-25,French,march-ford,13,,+3 Laps,0,8
4349,1971,3,1971-05-23,monaco,rodriguez,1940-01-18,Mexican,brm,5,,+4 Laps,0,9
4350,1971,3,1971-05-23,monaco,schenken,1943-09-26,Australian,brabham,18,,+4 Laps,0,10
4351,1971,3,1971-05-23,monaco,siffert,1936-07-07,Swiss,brm,3,,Oil pipe,0,11
4352,1971,3,1971-05-23,monaco,beltoise,1937-04-26,French,matra,7,,Differential,0,12
4353,1971,3,1971-05-23,monaco,amon,1943-07-20,New Zealander,matra,4,,Differential,0,13
4354,1971,3,1971-05-23,monaco,regazzoni,1939-09-05,Swiss,ferrari,11,,Accident,0,14
4355,1971,3,1971-05-23,monaco,gethin,1940-02-21,British,mclaren,14,,Accident,0,15
4356,1971,3,1971-05-23,monaco,wisell,1941-09-30,Swedish,lotus-ford,12,,Wheel bearing,0,16
4357,1971,3,1971-05-23,monaco,cevert,1944-02-25,French,tyrrell,15,,Accident,0,17
4358,1971,3,1971-05-23,monaco,hill,1929-02-15,British,brabham,9,,Accident,0,18
4359,1971,3,1971-05-23,monaco,ganley,1941-12-24,New Zealander,brm,0,,Did not qualify,0,19
4360,1971,3,1971-05-23,monaco,mario_andretti,1940-02-28,American,ferrari,0,,Did not qualify,0,20
4361,1971,3,1971-05-23,monaco,roig,1932-10-29,Spanish,march-ford,0,,Did not qualify,0,21
4362,1971,3,1971-05-23,monaco,barber,1936-11-16,American,march-ford,0,,Did not qualify,0,22
4363,1971,4,1971-06-20,zandvoort,ickx,1945-01-01,Belgian,ferrari,1,6980000.0,Finished,9,1
4364,1971,4,1971-06-20,zandvoort,rodriguez,1940-01-18,Mexican,brm,2,6987990.0,Finished,6,2
4365,1971,4,1971-06-20,zandvoort,regazzoni,1939-09-05,Swiss,ferrari,4,,+1 Lap,4,3
4366,1971,4,1971-06-20,zandvoort,peterson,1944-02-14,Swedish,march-ford,13,,+2 Laps,3,4
4367,1971,4,1971-06-20,zandvoort,surtees,1934-02-11,British,surtees,7,,+2 Laps,2,5
4368,1971,4,1971-06-20,zandvoort,siffert,1936-07-07,Swiss,brm,8,,+2 Laps,1,6
4369,1971,4,1971-06-20,zandvoort,ganley,1941-12-24,New Zealander,brm,9,,+4 Laps,0,7
4370,1971,4,1971-06-20,zandvoort,lennep,1942-03-16,Dutch,surtees,21,,+5 Laps,0,8
4371,1971,4,1971-06-20,zandvoort,beltoise,1937-04-26,French,matra,11,,+5 Laps,0,9
4372,1971,4,1971-06-20,zandvoort,hill,1929-02-15,British,brabham,16,,+5 Laps,0,10
4373,1971,4,1971-06-20,zandvoort,stewart,1939-06-11,British,tyrrell,3,,+5 Laps,0,11
4374,1971,4,1971-06-20,zandvoort,hulme,1936-06-18,New Zealander,mclaren,14,,+7 Laps,0,12
4375,1971,4,1971-06-20,zandvoort,pescarolo,1942-09-25,French,march-ford,15,,Not classified,0,13
4376,1971,4,1971-06-20,zandvoort,barber,1936-11-16,American,march-ford,24,,Not classified,0,14
4377,1971,4,1971-06-20,zandvoort,gethin,1940-02-21,British,mclaren,23,,Not classified,0,15
4378,1971,4,1971-06-20,zandvoort,roig,1932-10-29,Spanish,march-ford,17,,Engine,0,16
4379,1971,4,1971-06-20,zandvoort,schenken,1943-09-26,Australian,brabham,19,,Suspension,0,17
4380,1971,4,1971-06-20,zandvoort,cevert,1944-02-25,French,tyrrell,12,,Accident,0,18
4381,1971,4,1971-06-20,zandvoort,stommelen,1943-07-11,German,surtees,18,,Disqualified,0,19
4382,1971,4,1971-06-20,zandvoort,wisell,1941-09-30,Swedish,lotus-ford,4,,Disqualified,0,20
4383,1971,4,1971-06-20,zandvoort,mario_andretti,1940-02-28,American,ferrari,16,,Fuel pump,0,21
4384,1971,4,1971-06-20,zandvoort,walker,1941-06-10,Australian,lotus-pw,22,,Accident,0,22
4385,1971,4,1971-06-20,zandvoort,amon,1943-07-20,New Zealander,matra,5,,Spun off,0,23
4386,1971,5,1971-07-04,ricard,stewart,1939-06-11,British,tyrrell,1,6402300.0,Finished,9,1
4387,1971,5,1971-07-04,ricard,cevert,1944-02-25,French,tyrrell,7,6430420.0,Finished,6,2
4388,1971,5,1971-07-04,ricard,emerson_fittipaldi,1946-12-12,Brazilian,lotus-ford,17,6436370.0,Finished,4,3
4389,1971,5,1971-07-04,ricard,siffert,1936-07-07,Swiss,brm,6,6439470.0,Finished,3,4
4390,1971,5,1971-07-04,ricard,amon,1943-07-20,New Zealander,matra,9,6443380.0,Finished,2,5
4391,1971,5,1971-07-04,ricard,wisell,1941-09-30,Swedish,lotus-ford,15,6478320.0,Finished,1,6
4392,1971,5,1971-07-04,ricard,beltoise,1937-04-26,French,matra,8,6479230.0,Finished,0,7
4393,1971,5,1971-07-04,ricard,surtees,1934-02-11,British,surtees,13,6487210.0,Finished,0,8
4394,1971,5,1971-07-04,ricard,gethin,1940-02-21,British,mclaren,19,,+1 Lap,0,9
4395,1971,5,1971-07-04,ricard,ganley,1941-12-24,New Zealander,brm,16,,+1 Lap,0,10
4396,1971,5,1971-07-04,ricard,stommelen,1943-07-11,German,surtees,10,,+2 Laps,0,11
4397,1971,5,1971-07-04,ricard,schenken,1943-09-26,Australian,brabham,14,,Oil pressure,0,12
4398,1971,5,1971-07-04,ricard,mazet,1943-02-24,French,march-ford,23,,+5 Laps,0,13
4399,1971,5,1971-07-04,ricard,jean,1943-07-27,French,march-ford,22,,Not classified,0,14
4400,1971,5,1971-07-04,ricard,pescarolo,1942-09-25,French,march-ford,18,,Gearbox,0,15
4401,1971,5,1971-07-04,ricard,hill,1929-02-15,British,brabham,4,,Oil pipe,0,16
4402,1971,5,1971-07-04,ricard,adamich,1941-10-03,Italian,march-alfa_romeo,20,,Engine,0,17
4403,1971,5,1971-07-04,ricard,rodriguez,1940-01-18,Mexican,brm,5,,Ignition,0,18
4404,1971,5,1971-07-04,ricard,regazzoni,1939-09-05,Swiss,ferrari,2,,Accident,0,19
4405,1971,5,1971-07-04,ricard,peterson,1944-02-14,Swedish,march-alfa_romeo,12,,Engine,0,20
4406,1971,5,1971-07-04,ricard,hulme,1936-06-18,New Zealander,mclaren,11,,Ignition,0,21
4407,1971,5,1971-07-04,ricard,ickx,1945-01-01,Belgian,ferrari,3,,Engine,0,22
4408,1971,5,1971-07-04,ricard,roig,1932-10-29,Spanish,march-ford,21,,Fuel pump,0,23
4409,1971,6,1971-07-17,silverstone,stewart,1939-06-11,British,tyrrell,2,5491500.0,Finished,9,1
4410,1971,6,1971-07-17,silverstone,peterson,1944-02-14,Swedish,march-ford,5,5527600.0,Finished,6,2
4411,1971,6,1971-07-17,silverstone,emerson_fittipaldi,1946-12-12,Brazilian,lotus-ford,4,5542000.0,Finished,4,3
4412,1971,6,1971-07-17,silverstone,pescarolo,1942-09-25,French,march-ford,17,,+1 Lap,3,4
4413,1971,6,1971-07-17,silverstone,stommelen,1943-07-11,German,surtees,12,,+1 Lap,2,5
4414,1971,6,1971-07-17,silverstone,surtees,1934-02-11,British,surtees,11,,+1 Lap,1,6
4415,1971,6,1971-07-17,silverstone,beltoise,1937-04-26,French,matra,15,,+2 Laps,0,7
4416,1971,6,1971-07-17,silverstone,ganley,1941-12-24,New Zealander,brm,11,,+2 Laps,0,8
4417,1971,6,1971-07-17,silverstone,siffert,1936-07-07,Swiss,brm,3,,+2 Laps,0,9
4418,1971,6,1971-07-17,silverstone,cevert,1944-02-25,French,tyrrell,10,,+3 Laps,0,10
4419,1971,6,1971-07-17,silverstone,galli,1940-10-02,Italian,march-ford,21,,+3 Laps,0,11
4420,1971,6,1971-07-17,silverstone,schenken,1943-09-26,Australian,brabham,7,,Gearbox,0,12
4421,1971,6,1971-07-17,silverstone,wisell,1941-09-30,Swedish,lotus-pw,19,,Not classified,0,13
4422,1971,6,1971-07-17,silverstone,adamich,1941-10-03,Italian,march-alfa_romeo,24,,Not classified,0,14
4423,1971,6,1971-07-17,silverstone,gethin,1940-02-21,British,mclaren,14,,Engine,0,15
4424,1971,6,1971-07-17,silverstone,ickx,1945-01-01,Belgian,ferrari,6,,Engine,0,16
4425,1971,6,1971-07-17,silverstone,regazzoni,1939-09-05,Swiss,ferrari,1,,Oil pressure,0,17
4426,1971,6,1971-07-17,silverstone,amon,1943-07-20,New Zealander,matra,9,,Engine,0,18
4427,1971,6,1971-07-17,silverstone,hulme,1936-06-18,New Zealander,mclaren,8,,Engine,0,19
4428,1971,6,1971-07-17,silverstone,bell,1941-10-31,British,surtees,23,,Suspension,0,20
4429,1971,6,1971-07-17,silverstone,beuttler,1940-04-13,British,march-ford,20,,Oil pressure,0,21
4430,1971,6,1971-07-17,silverstone,charlton,1936-10-27,South African,lotus-ford,13,,Engine,0,22
4431,1971,6,1971-07-17,silverstone,hill,1929-02-15,British,brabham,22,,Accident,0,23
4432,1971,6,1971-07-17,silverstone,oliver,1942-08-14,British,mclaren,16,,Accident,0,24
4433,1971,7,1971-08-01,nurburgring,stewart,1939-06-11,British,tyrrell,1,5356300.0,Finished,9,1
4434,1971,7,1971-08-01,nurburgring,cevert,1944-02-25,French,tyrrell,5,5386400.0,Finished,6,2
4435,1971,7,1971-08-01,nurburgring,regazzoni,1939-09-05,Swiss,ferrari,4,5393400.0,Finished,4,3
4436,1971,7,1971-08-01,nurburgring,mario_andretti,1940-02-28,American,ferrari,11,5481300.0,Finished,3,4
4437,1971,7,1971-08-01,nurburgring,peterson,1944-02-14,Swedish,march-ford,3,5505400.0,Finished,2,5
4438,1971,7,1971-08-01,nurburgring,schenken,1943-09-26,Australian,brabham,9,5534900.0,Finished,1,6
4439,1971,7,1971-08-01,nurburgring,surtees,1934-02-11,British,surtees,15,5555300.0,Finished,0,7
4440,1971,7,1971-08-01,nurburgring,wisell,1941-09-30,Swedish,lotus-ford,17,5748000.0,Finished,0,8
4441,1971,7,1971-08-01,nurburgring,hill,1929-02-15,British,brabham,13,5753300.0,Finished,0,9
4442,1971,7,1971-08-01,nurburgring,stommelen,1943-07-11,German,surtees,12,,+1 Lap,0,10
4443,1971,7,1971-08-01,nurburgring,elford,1935-06-10,British,brm,18,,+1 Lap,0,11
4444,1971,7,1971-08-01,nurburgring,galli,1940-10-02,Italian,march-alfa_romeo,21,,+2 Laps,0,12
4445,1971,7,1971-08-01,nurburgring,emerson_fittipaldi,1946-12-12,Brazilian,lotus-ford,8,,Oil leak,0,13
4446,1971,7,1971-08-01,nurburgring,siffert,1936-07-07,Swiss,brm,3,,Disqualified,0,14
4447,1971,7,1971-08-01,nurburgring,amon,1943-07-20,New Zealander,matra,16,,Accident,0,15
4448,1971,7,1971-08-01,nurburgring,pescarolo,1942-09-25,French,march-ford,10,,Suspension,0,16
4449,1971,7,1971-08-01,nurburgring,gethin,1940-02-21,British,mclaren,19,,Accident,0,17
4450,1971,7,1971-08-01,nurburgring,hulme,1936-06-18,New Zealander,mclaren,6,,Fuel leak,0,18
4451,1971,7,1971-08-01,nurburgring,beuttler,1940-04-13,British,march-ford,22,,Disqualified,0,19
4452,1971,7,1971-08-01,nurburgring,ganley,1941-12-24,New Zealander,brm,14,,Engine,0,20
4453,1971,7,1971-08-01,nurburgring,adamich,1941-10-03,Italian,march-alfa_romeo,20,,Injection,0,21
4454,1971,7,1971-08-01,nurburgring,ickx,1945-01-01,Belgian,ferrari,2,,Accident,0,22
4455,1971,7,1971-08-01,nurburgring,bonnier,1930-01-31,Swedish,mclaren,0,,Did not qualify,0,23
4456,1971,8,1971-08-15,red_bull_ring,siffert,1936-07-07,Swiss,brm,1,5423910.0,Finished,9,1
4457,1971,8,1971-08-15,red_bull_ring,emerson_fittipaldi,1946-12-12,Brazilian,lotus-ford,5,5428030.0,Finished,6,2
4458,1971,8,1971-08-15,red_bull_ring,schenken,1943-09-26,Australian,brabham,7,5443680.0,Finished,4,3
4459,1971,8,1971-08-15,red_bull_ring,wisell,1941-09-30,Swedish,lotus-ford,10,5455780.0,Finished,3,4
4460,1971,8,1971-08-15,red_bull_ring,hill,1929-02-15,British,brabham,8,5472340.0,Finished,2,5
4461,1971,8,1971-08-15,red_bull_ring,pescarolo,1942-09-25,French,march-ford,13,5508420.0,Finished,1,6
4462,1971,8,1971-08-15,red_bull_ring,stommelen,1943-07-11,German,surtees,12,5521330.0,Finished,0,7
4463,1971,8,1971-08-15,red_bull_ring,peterson,1944-02-14,Swedish,march-ford,11,,+1 Lap,0,8
4464,1971,8,1971-08-15,red_bull_ring,oliver,1942-08-14,British,mclaren,22,,+1 Lap,0,9
4465,1971,8,1971-08-15,red_bull_ring,gethin,1940-02-21,British,brm,16,,+2 Laps,0,10
4466,1971,8,1971-08-15,red_bull_ring,marko,1943-04-27,Austrian,brm,17,,+2 Laps,0,11
4467,1971,8,1971-08-15,red_bull_ring,galli,1940-10-02,Italian,march-alfa_romeo,15,,+3 Laps,0,12
4468,1971,8,1971-08-15,red_bull_ring,beuttler,1940-04-13,British,march-ford,19,,Not classified,0,13
4469,1971,8,1971-08-15,red_bull_ring,cevert,1944-02-25,French,tyrrell,3,,Engine,0,14
4470,1971,8,1971-08-15,red_bull_ring,stewart,1939-06-11,British,tyrrell,2,,Halfshaft,0,15
4471,1971,8,1971-08-15,red_bull_ring,ickx,1945-01-01,Belgian,ferrari,6,,Engine,0,16
4472,1971,8,1971-08-15,red_bull_ring,lauda,1949-02-22,Austrian,march-ford,21,,Handling,0,17
4473,1971,8,1971-08-15,red_bull_ring,surtees,1934-02-11,British,surtees,18,,Engine,0,18
4474,1971,8,1971-08-15,red_bull_ring,regazzoni,1939-09-05,Swiss,ferrari,4,,Engine,0,19
4475,1971,8,1971-08-15,red_bull_ring,ganley,1941-12-24,New Zealander,brm,14,,Ignition,0,20
4476,1971,8,1971-08-15,red_bull_ring,hulme,1936-06-18,New Zealander,mclaren,9,,Engine,0,21
4477,1971,8,1971-08-15,red_bull_ring,bonnier,1930-01-31,Swedish,mclaren,20,,Fuel leak,0,22
4478,1971,9,1971-09-05,monza,gethin,1940-02-21,British,brm,11,4692600.0,Finished,9,1
4479,1971,9,1971-09-05,monza,peterson,1944-02-14,Swedish,march-ford,6,4692610.0,Finished,6,2
4480,1971,9,1971-09-05,monza,cevert,1944-02-25,French,tyrrell,5,4692690.0,Finished,4,3
4481,1971,9,1971-09-05,monza,hailwood,1940-04-02,British,surtees,17,4692780.0,Finished,3,4
4482,1971,9,1971-09-05,monza,ganley,1941-12-24,New Zealander,brm,4,4693210.0,Finished,2,5
4483,1971,9,1971-09-05,monza,amon,1943-07-20,New Zealander,matra,1,4724960.0,Finished,1,6
4484,1971,9,1971-09-05,monza,oliver,1942-08-14,British,mclaren,13,4777430.0,Finished,0,7
4485,1971,9,1971-09-05,monza,emerson_fittipaldi,1946-12-12,Brazilian,lotus-pw,18,,+1 Lap,0,8
4486,1971,9,1971-09-05,monza,siffert,1936-07-07,Swiss,brm,3,,+2 Laps,0,9
4487,1971,9,1971-09-05,monza,bonnier,1930-01-31,Swedish,mclaren,21,,+4 Laps,0,10
4488,1971,9,1971-09-05,monza,hill,1929-02-15,British,brabham,14,,Gearbox,0,11
4489,1971,9,1971-09-05,monza,jarier,1946-07-10,French,march-ford,24,,Not classified,0,12
4490,1971,9,1971-09-05,monza,beuttler,1940-04-13,British,march-ford,16,,Engine,0,13
4491,1971,9,1971-09-05,monza,pescarolo,1942-09-25,French,march-ford,10,,Suspension,0,14
4492,1971,9,1971-09-05,monza,adamich,1941-10-03,Italian,march-alfa_romeo,20,,Engine,0,15
4493,1971,9,1971-09-05,monza,regazzoni,1939-09-05,Swiss,ferrari,8,,Engine,0,16
4494,1971,9,1971-09-05,monza,ickx,1945-01-01,Belgian,ferrari,2,,Engine,0,17
4495,1971,9,1971-09-05,monza,stewart,1939-06-11,British,tyrrell,7,,Engine,0,18
4496,1971,9,1971-09-05,monza,galli,1940-10-02,Italian,march-ford,19,,Electrical,0,19
4497,1971,9,1971-09-05,monza,schenken,1943-09-26,Australian,brabham,9,,Suspension,0,20
4498,1971,9,1971-09-05,monza,moser,1941-04-24,Swiss,bellasi,22,,Suspension,0,21
4499,1971,9,1971-09-05,monza,marko,1943-04-27,Austrian,brm,12,,Engine,0,22
4500,1971,9,1971-09-05,monza,surtees,1934-02-11,British,surtees,15,,Engine,0,23
4501,1971,9,1971-09-05,monza,stommelen,1943-07-11,German,surtees,23,,Accident,0,24
4502,1971,10,1971-09-19,mosport,stewart,1939-06-11,British,tyrrell,1,6913100.0,Finished,9,1
4503,1971,10,1971-09-19,mosport,peterson,1944-02-14,Swedish,march-ford,6,6951400.0,Finished,6,2
4504,1971,10,1971-09-19,mosport,donohue,1937-03-18,American,mclaren,8,7008900.0,Finished,4,3
4505,1971,10,1971-09-19,mosport,hulme,1936-06-18,New Zealander,mclaren,10,,+1 Lap,3,4
4506,1971,10,1971-09-19,mosport,wisell,1941-09-30,Swedish,lotus-ford,7,,+1 Lap,2,5
4507,1971,10,1971-09-19,mosport,cevert,1944-02-25,French,tyrrell,3,,+2 Laps,1,6
4508,1971,10,1971-09-19,mosport,emerson_fittipaldi,1946-12-12,Brazilian,lotus-ford,4,,+2 Laps,0,7
4509,1971,10,1971-09-19,mosport,ickx,1945-01-01,Belgian,ferrari,12,,+2 Laps,0,8
4510,1971,10,1971-09-19,mosport,siffert,1936-07-07,Swiss,brm,2,,+3 Laps,0,9
4511,1971,10,1971-09-19,mosport,amon,1943-07-20,New Zealander,matra,5,,+3 Laps,0,10
4512,1971,10,1971-09-19,mosport,surtees,1934-02-11,British,surtees,14,,+4 Laps,0,11
4513,1971,10,1971-09-19,mosport,marko,1943-04-27,Austrian,brm,19,,+4 Laps,0,12
4514,1971,10,1971-09-19,mosport,mario_andretti,1940-02-28,American,ferrari,13,,+4 Laps,0,13
4515,1971,10,1971-09-19,mosport,gethin,1940-02-21,British,brm,16,,+5 Laps,0,14
4516,1971,10,1971-09-19,mosport,eaton,1945-11-12,Canadian,brm,21,,+5 Laps,0,15
4517,1971,10,1971-09-19,mosport,galli,1940-10-02,Italian,march-ford,20,,+7 Laps,0,16
4518,1971,10,1971-09-19,mosport,beuttler,1940-04-13,British,march-ford,22,,Not classified,0,17
4519,1971,10,1971-09-19,mosport,lovely,1926-04-11,American,lotus-ford,25,,Not classified,0,18
4520,1971,10,1971-09-19,mosport,stommelen,1943-07-11,German,surtees,23,,Overheating,0,19
4521,1971,10,1971-09-19,mosport,beltoise,1937-04-26,French,matra,11,,Accident,0,20
4522,1971,10,1971-09-19,mosport,barber,1936-11-16,American,march-ford,24,,Oil pressure,0,21
4523,1971,10,1971-09-19,mosport,regazzoni,1939-09-05,Swiss,ferrari,18,,Accident,0,22
4524,1971,10,1971-09-19,mosport,hill,1929-02-15,British,brabham,15,,Accident,0,23
4525,1971,10,1971-09-19,mosport,schenken,1943-09-26,Australian,brabham,17,,Ignition,0,24
4526,1971,10,1971-09-19,mosport,ganley,1941-12-24,New Zealander,brm,9,,Accident,0,25
4527,1971,10,1971-09-19,mosport,craft,1939-11-17,British,brabham,0,,Did not qualify,0,26
4528,1971,11,1971-10-03,watkins_glen,cevert,1944-02-25,French,tyrrell,5,6231991.0,Finished,9,1
4529,1971,11,1971-10-03,watkins_glen,siffert,1936-07-07,Swiss,brm,6,6272053.0,Finished,6,2
4530,1971,11,1971-10-03,watkins_glen,peterson,1944-02-14,Swedish,march-ford,11,6276061.0,Finished,4,3
4531,1971,11,1971-10-03,watkins_glen,ganley,1941-12-24,New Zealander,brm,12,6288740.0,Finished,3,4
4532,1971,11,1971-10-03,watkins_glen,stewart,1939-06-11,British,tyrrell,1,6291994.0,Finished,2,5
4533,1971,11,1971-10-03,watkins_glen,regazzoni,1939-09-05,Swiss,ferrari,4,6308417.0,Finished,1,6
4534,1971,11,1971-10-03,watkins_glen,hill,1929-02-15,British,brabham,18,,+1 Lap,0,7
4535,1971,11,1971-10-03,watkins_glen,beltoise,1937-04-26,French,matra,10,,+1 Lap,0,8
4536,1971,11,1971-10-03,watkins_glen,gethin,1940-02-21,British,brm,21,,+1 Lap,0,9
4537,1971,11,1971-10-03,watkins_glen,hobbs,1939-06-09,British,mclaren,22,,+1 Lap,0,10
4538,1971,11,1971-10-03,watkins_glen,adamich,1941-10-03,Italian,march-alfa_romeo,26,,+2 Laps,0,11
4539,1971,11,1971-10-03,watkins_glen,amon,1943-07-20,New Zealander,matra,8,,+2 Laps,0,12
4540,1971,11,1971-10-03,watkins_glen,marko,1943-04-27,Austrian,brm,16,,+2 Laps,0,13
4541,1971,11,1971-10-03,watkins_glen,Cannoc,1933-06-21,Canadian,brm,24,,+3 Laps,0,14
4542,1971,11,1971-10-03,watkins_glen,hailwood,1940-04-02,British,surtees,14,,Accident,0,15
4543,1971,11,1971-10-03,watkins_glen,bonnier,1930-01-31,Swedish,mclaren,28,,Out of fuel,0,16
4544,1971,11,1971-10-03,watkins_glen,surtees,1934-02-11,British,surtees,13,,+5 Laps,0,17
4545,1971,11,1971-10-03,watkins_glen,barber,1936-11-16,American,march-ford,25,,Not classified,0,18
4546,1971,11,1971-10-03,watkins_glen,ickx,1945-01-01,Belgian,ferrari,7,,Alternator,0,19
4547,1971,11,1971-10-03,watkins_glen,emerson_fittipaldi,1946-12-12,Brazilian,lotus-ford,2,,Not classified,0,20
4548,1971,11,1971-10-03,watkins_glen,lovely,1926-04-11,American,lotus-ford,29,,Not classified,0,21
4549,1971,11,1971-10-03,watkins_glen,hulme,1936-06-18,New Zealander,mclaren,3,,Accident,0,22
4550,1971,11,1971-10-03,watkins_glen,schenken,1943-09-26,Australian,brabham,15,,Engine,0,23
4551,1971,11,1971-10-03,watkins_glen,craft,1939-11-17,British,brabham,27,,Suspension,0,24
4552,1971,11,1971-10-03,watkins_glen,posey,1944-05-26,American,surtees,17,,Engine,0,25
4553,1971,11,1971-10-03,watkins_glen,pescarolo,1942-09-25,French,march-ford,20,,Engine,0,26
4554,1971,11,1971-10-03,watkins_glen,galli,1940-10-02,Italian,march-ford,23,,Wheel,0,27
4555,1971,11,1971-10-03,watkins_glen,wisell,1941-09-30,Swedish,lotus-ford,9,,Brakes,0,28
4556,1971,11,1971-10-03,watkins_glen,revson,1939-02-27,American,tyrrell,19,,Clutch,0,29
4557,1972,1,1972-01-23,galvez,stewart,1939-06-11,British,tyrrell,2,7079100.0,Finished,9,1
